"Hoofdpost","Subpost 1","Subpost 2","Sector","Subsector","&label7","Period ","waarde"
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Other MFIs ","Total ","Total ","2003Q4",113335
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Other MFIs ","Total ","Total ","2004Q1",113464.7
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Other MFIs ","Total ","Total ","2004Q2",116149.4
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Other MFIs ","Total ","Total ","2004Q3",117606.2
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Other MFIs ","Total ","Total ","2004Q4",118560.4
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Other MFIs ","Total ","Total ","2005Q1",124337.4
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Other MFIs ","Total ","Total ","2005Q2",129374.9
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Other MFIs ","Total ","Total ","2005Q3",130026.9
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Other MFIs ","Total ","Total ","2005Q4",134054.9
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Other MFIs ","Total ","Total ","2006Q1",137258.8
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Other MFIs ","Total ","Total ","2006Q2",139500.1
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Other MFIs ","Total ","Total ","2006Q3",139835.7
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Other MFIs ","Total ","Total ","2006Q4",138810.4
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Other MFIs ","Total ","Total ","2007Q1",132572
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Other MFIs ","Total ","Total ","2007Q2",127555
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Other MFIs ","Total ","Total ","2007Q3",125445.9
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Other MFIs ","Total ","Total ","2007Q4",124982.8
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Other MFIs ","Total ","Total ","2008Q1",117990.7
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Other MFIs ","Total ","Total ","2008Q2",116294.9
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Other MFIs ","Total ","Total ","2008Q3",113143.7
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Other MFIs ","Total ","Total ","2008Q4",107113.1
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Other MFIs ","Total ","Total ","2009Q1",108363.5
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Other MFIs ","Total ","Total ","2009Q2",114762.9
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Other MFIs ","Total ","Total ","2009Q3",117466.7
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Other MFIs ","Total ","Total ","2009Q4",119596.1
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Other MFIs ","Total ","Total ","2010Q1",125511.8
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Other MFIs ","Total ","Total ","2010Q2",121694.8
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Other MFIs ","Total ","Total ","2010Q3",117557.5
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Other MFIs ","Total ","Total ","2010Q4",115676.9
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Other MFIs ","Total ","Total ","2011Q1",112404.3
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Other MFIs ","Total ","Total ","2011Q2",114610.8
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Other MFIs ","Total ","Total ","2011Q3",114366.5
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Other MFIs ","Total ","Total ","2011Q4",103343.6
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Other MFIs ","Total ","Total ","2012Q1",92849.3
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Other MFIs ","Total ","Total ","2012Q2",89172.7
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Other MFIs ","Total ","Total ","2012Q3",87992.9
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Other MFIs ","Total ","Total ","2012Q4",103360.9
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Other MFIs ","Total ","Total ","2013Q1",98962.9
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Other MFIs ","Total ","Total ","2013Q2",98058.6
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Other MFIs ","Total ","Total ","2013Q3",93315.8
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Other MFIs ","Total ","Total ","2013Q4",93054.2
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Other MFIs ","Total ","Total ","2014Q1",98551.8
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Other MFIs ","Total ","Total ","2014Q2",105537.8
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Other MFIs ","Total ","Total ","2014Q3",102011.7
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Other MFIs ","Total ","Total ","2014Q4",104290
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","General government ","Total ","Total ","2003Q2",0
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","General government ","Total ","Total ","2003Q3",0
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","General government ","Total ","Total ","2003Q4",0
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","General government ","Total ","Total ","2004Q1",0
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","General government ","Total ","Total ","2004Q2",0
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","General government ","Total ","Total ","2004Q3",0
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","General government ","Total ","Total ","2004Q4",0
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","General government ","Total ","Total ","2005Q1",0
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","General government ","Total ","Total ","2005Q2",0
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","General government ","Total ","Total ","2005Q3",0
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","General government ","Total ","Total ","2005Q4",0
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","General government ","Total ","Total ","2006Q1",0
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","General government ","Total ","Total ","2006Q2",0
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","General government ","Total ","Total ","2006Q3",0
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","General government ","Total ","Total ","2006Q4",0
